date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:30:14	5970/5970	---M--	200	added ('OK')	image/png	etag:%229d595d31247901ca779aa444935a781f-ssl%22	https://andrewborstein.com/assets/img/jquery.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/jquery.png	(from https://andrewborstein.com/)
13:30:14	11733/11733	---M--	200	added ('OK')	image/png	etag:%221ecfa6dc1403313bfaf6e1d5d84dacdc-ssl%22	https://andrewborstein.com/assets/img/angular.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/angular.png	(from https://andrewborstein.com/)
13:30:15	6006/6006	---M--	200	added ('OK')	image/png	etag:%22664f0c2c4fa51b7b5dfe288e34281a80-ssl%22	https://andrewborstein.com/assets/img/nodejs.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/nodejs.png	(from https://andrewborstein.com/)
13:30:15	17271/17271	---M--	200	added ('OK')	image/png	etag:%229666175d4c8e1ddf9a8f4f37f070dcf2-ssl%22	https://andrewborstein.com/assets/img/ionic.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/ionic.png	(from https://andrewborstein.com/)
13:30:15	17613/17613	---M--	200	added ('OK')	image/png	etag:%22de0552845a17e17b14ca5840989a4fb8-ssl%22	https://andrewborstein.com/assets/img/ruby.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/ruby.png	(from https://andrewborstein.com/)
13:30:15	13196/13196	---M--	200	added ('OK')	image/png	etag:%22d534c3ea12f6ae52d038c54163bf7e35-ssl%22	https://andrewborstein.com/assets/img/rails.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/rails.png	(from https://andrewborstein.com/)
13:30:16	25761/25761	---M--	200	added ('OK')	image/png	etag:%2227fecc16e1c26a638fb5e854f648cfe1-ssl%22	https://andrewborstein.com/assets/img/minitest.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/minitest.png	(from https://andrewborstein.com/)
13:30:16	83067/83067	---M--	200	added ('OK')	image/png	etag:%22a005dae9bbc44f4e292bf585397cbad3-ssl%22	https://andrewborstein.com/assets/img/postgresql.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/postgresql.png	(from https://andrewborstein.com/)
13:30:16	13217/13217	---M--	200	added ('OK')	image/png	etag:%2246d5845cc3a965d12dc8af33e0671fea-ssl%22	https://andrewborstein.com/assets/img/mongodb.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/mongodb.png	(from https://andrewborstein.com/)
13:30:16	17837/17837	---M--	200	added ('OK')	image/png	etag:%224382a86611eb87c5c60d30a6370faa00-ssl%22	https://andrewborstein.com/assets/img/webpack.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/webpack.png	(from https://andrewborstein.com/)
